"","Group.1","Group.2","Group.3","Group.4","x"
"313",0,"RI",3,2010,0.721025361330788
"314",1,"RI",3,2010,0.278974638669212
"315",0,"SC",3,2010,0.690497944266788
"316",1,"SC",3,2010,0.309502055733211
"317",0,"SD",3,2010,0.526288922919857
"318",1,"SD",3,2010,0.473711077080143
"319",0,"TN",3,2010,0.693583138173302
"320",1,"TN",3,2010,0.306416861826698
"321",0,"TX",3,2010,0.71615926760154
"322",1,"TX",3,2010,0.28384073239846
"323",0,"UT",3,2010,0.797161710205188
"324",1,"UT",3,2010,0.202838289794812
"325",0,"VA",3,2010,0.733130294089654
"326",1,"VA",3,2010,0.266869705910345
"327",0,"VI",3,2010,0.513513513513514
"328",1,"VI",3,2010,0.486486486486487
"329",0,"VT",3,2010,0.662204724409449
"330",1,"VT",3,2010,0.337795275590551
"331",0,"WA",3,2010,0.808072916666667
"332",1,"WA",3,2010,0.191927083333333
"333",0,"WI",3,2010,0.626838810641628
"334",1,"WI",3,2010,0.373161189358372
"335",0,"WV",3,2010,0.691351888667992
"336",1,"WV",3,2010,0.308648111332008
"337",0,"WY",3,2010,0.677847658979734
"338",1,"WY",3,2010,0.322152341020266
"339",0,"AK",4,2010,1
"340",0,"AL",4,2010,0.963165075034106
"341",1,"AL",4,2010,0.0368349249658936
"342",0,"AR",4,2010,0.0749279538904899
"343",1,"AR",4,2010,0.92507204610951
"344",0,"AZ",4,2010,0.295808383233533
"345",1,"AZ",4,2010,0.704191616766467
"346",0,"CA",4,2010,0.522576760987357
"347",1,"CA",4,2010,0.477423239012643
"348",0,"CO",4,2010,0.986817325800377
"349",1,"CO",4,2010,0.0131826741996234
"350",0,"CT",4,2010,0.804093567251462
"351",1,"CT",4,2010,0.195906432748538
"352",0,"DC",4,2010,0.255813953488372
"353",1,"DC",4,2010,0.744186046511628
"354",1,"DE",4,2010,1
"355",0,"FL",4,2010,0.631310096153846
"356",1,"FL",4,2010,0.368689903846154
"357",0,"FM",4,2010,1
"358",0,"GA",4,2010,0.371155160628845
"359",1,"GA",4,2010,0.628844839371155
"360",0,"GU",4,2010,0
"361",1,"HI",4,2010,1
"362",0,"IA",4,2010,0.941028858218319
"363",1,"IA",4,2010,0.0589711417816813
"364",0,"ID",4,2010,0.828528072837633
"365",1,"ID",4,2010,0.171471927162367
"366",0,"IL",4,2010,0.45589692765114
"367",1,"IL",4,2010,0.54410307234886
"368",0,"IN",4,2010,0.49154334038055
"369",1,"IN",4,2010,0.50845665961945
"370",0,"KS",4,2010,0.620689655172414
"371",1,"KS",4,2010,0.379310344827586
"372",0,"KY",4,2010,0.9951171875
"373",1,"KY",4,2010,0.0048828125
"374",0,"LA",4,2010,0.418439716312057
"375",1,"LA",4,2010,0.581560283687943
"376",0,"MA",4,2010,0.803442531926707
"377",1,"MA",4,2010,0.196557468073293
"378",0,"MD",4,2010,0.512725015518312
"379",1,"MD",4,2010,0.487274984481688
"380",0,"ME",4,2010,0.380952380952381
"381",1,"ME",4,2010,0.619047619047619
"382",0,"MI",4,2010,0.615714285714286
"383",1,"MI",4,2010,0.384285714285714
"384",0,"MN",4,2010,0.57910447761194
"385",1,"MN",4,2010,0.42089552238806
"386",0,"MO",4,2010,0.425339366515837
"387",1,"MO",4,2010,0.574660633484163
"388",1,"MP",4,2010,1
"389",0,"MS",4,2010,0.836363636363636
"390",1,"MS",4,2010,0.163636363636364
"391",0,"MT",4,2010,0.819767441860465
"392",1,"MT",4,2010,0.180232558139535
"393",0,"NC",4,2010,0.852525252525252
"394",1,"NC",4,2010,0.147474747474747
"395",0,"ND",4,2010,1
"396",1,"ND",4,2010,0
"397",0,"NE",4,2010,0.969924812030075
"398",1,"NE",4,2010,0.0300751879699248
"399",0,"NJ",4,2010,0.261797752808989
"400",1,"NJ",4,2010,0.738202247191011
"401",0,"NM",4,2010,0.567796610169492
"402",1,"NM",4,2010,0.432203389830508
"403",0,"NV",4,2010,0.909558067831449
"404",1,"NV",4,2010,0.0904419321685509
"405",0,"NY",4,2010,0.627775534921276
"406",1,"NY",4,2010,0.372224465078724
"407",0,"OH",4,2010,0.746132208157525
"408",1,"OH",4,2010,0.253867791842475
"409",0,"OK",4,2010,0.637831603229527
"410",1,"OK",4,2010,0.362168396770473
"411",0,"OR",4,2010,0.948519948519948
"412",1,"OR",4,2010,0.0514800514800515
"413",0,"PA",4,2010,0.580282955311026
"414",1,"PA",4,2010,0.419717044688974
"415",0,"PR",4,2010,0.593220338983051
"416",1,"PR",4,2010,0.406779661016949
"417",0,"PW",4,2010,0.793103448275862
"418",1,"PW",4,2010,0.206896551724138
"419",0,"RI",4,2010,0.892694063926941
"420",1,"RI",4,2010,0.107305936073059
"421",0,"SC",4,2010,1
"422",1,"SC",4,2010,0
"423",0,"SD",4,2010,0.822429906542056
"424",1,"SD",4,2010,0.177570093457944
"425",0,"TN",4,2010,0.844835792479771
"426",1,"TN",4,2010,0.155164207520228
"427",0,"TX",4,2010,0.409740840035746
"428",1,"TX",4,2010,0.590259159964254
"429",0,"UT",4,2010,1
"430",1,"UT",4,2010,0
"431",0,"VA",4,2010,0.147058823529412
"432",1,"VA",4,2010,0.852941176470588
"433",0,"WA",4,2010,0.82853982300885
"434",1,"WA",4,2010,0.17146017699115
"435",0,"WI",4,2010,0.885943775100402
"436",1,"WI",4,2010,0.114056224899598
"437",0,"WV",4,2010,0.940298507462687
"438",1,"WV",4,2010,0.0597014925373134
"439",0,"WY",4,2010,1
"440",0,"AK",5,2010,0.655616942909761
"441",1,"AK",5,2010,0.344383057090239
"442",0,"AL",5,2010,0.691869231052109
"443",1,"AL",5,2010,0.308130768947891
"444",0,"AR",5,2010,0.708119857165036
"445",1,"AR",5,2010,0.291880142834963
"446",0,"AZ",5,2010,0.733404189362739
"447",1,"AZ",5,2010,0.266507240600505
"448",0,"CA",5,2010,0.719975810859529
"449",1,"CA",5,2010,0.280024189140471
"450",0,"CO",5,2010,0.682842567480305
"451",1,"CO",5,2010,0.317157432519695
"452",0,"CT",5,2010,0.733304794520548
"453",1,"CT",5,2010,0.266695205479452
"454",0,"DC",5,2010,0.752241813602015
"455",1,"DC",5,2010,0.247758186397985
"456",0,"DE",5,2010,0.674583122789288
"457",1,"DE",5,2010,0.325416877210712
"458",0,"FL",5,2010,0.725412094219202
"459",1,"FL",5,2010,0.274587905780798
"460",0,"GA",5,2010,0.687567592443452
"461",1,"GA",5,2010,0.312432407556548
"462",0,"GU",5,2010,0.85014409221902
"463",1,"GU",5,2010,0.14985590778098
"464",0,"HI",5,2010,0.689171974522293
"465",1,"HI",5,2010,0.310828025477707
"466",0,"IA",5,2010,0.759849510910459
"467",1,"IA",5,2010,0.240150489089541
"468",0,"ID",5,2010,0.690317963398426
"469",1,"ID",5,2010,0.309682036601575
"470",0,"IL",5,2010,0.71059671054374
"471",1,"IL",5,2010,0.28940328945626
"472",0,"IN",5,2010,0.695346357180133
"473",1,"IN",5,2010,0.304653642819867
"474",0,"KS",5,2010,0.702314913590783
"475",1,"KS",5,2010,0.297685086409217
"476",0,"KY",5,2010,0.736778398510242
"477",1,"KY",5,2010,0.263221601489758
"478",0,"LA",5,2010,0.674039852536283
"479",1,"LA",5,2010,0.325960147463717
"480",0,"MA",5,2010,0.701516374741128
"481",1,"MA",5,2010,0.298483625258872
"482",0,"MD",5,2010,0.654822851330734
"483",1,"MD",5,2010,0.345177148669266
"484",0,"ME",5,2010,0.666533226581265
"485",1,"ME",5,2010,0.333466773418735
"486",0,"MI",5,2010,0.664482857094861
"487",1,"MI",5,2010,0.335517142905139
"488",0,"MN",5,2010,0.689194600160165
"489",1,"MN",5,2010,0.310805399839835
"490",0,"MO",5,2010,0.702271231073074
"491",1,"MO",5,2010,0.297728768926926
"492",0,"MP",5,2010,1
"493",0,"MS",5,2010,0.719421679294882
"494",1,"MS",5,2010,0.280578320705118
"495",0,"MT",5,2010,0.69213691026827
"496",1,"MT",5,2010,0.30786308973173
"497",0,"NC",5,2010,0.711028748873084
"498",1,"NC",5,2010,0.288931183011119
"499",0,"ND",5,2010,0.634427828348505
"500",1,"ND",5,2010,0.365572171651495
"501",0,"NE",5,2010,0.693621369143191
"502",1,"NE",5,2010,0.306378630856809
"503",0,"NH",5,2010,0.755511221945137
"504",1,"NH",5,2010,0.244488778054863
"505",0,"NJ",5,2010,0.741722576774123
"506",1,"NJ",5,2010,0.258277423225877
"507",0,"NM",5,2010,0.733006223073241
"508",1,"NM",5,2010,0.266993776926759
"509",0,"NV",5,2010,0.718587608261159
"510",1,"NV",5,2010,0.281412391738841
"511",0,"NY",5,2010,0.73859768550034
"512",1,"NY",5,2010,0.26140231449966
"513",0,"OH",5,2010,0.68561991089261
"514",1,"OH",5,2010,0.31438008910739
"515",0,"OK",5,2010,0.67733778384666
"516",1,"OK",5,2010,0.32266221615334
"517",0,"OR",5,2010,0.713360565906147
"518",1,"OR",5,2010,0.286639434093853
"519",0,"PA",5,2010,0.688265635074146
"520",1,"PA",5,2010,0.311734364925854
"521",0,"PR",5,2010,0.659024956471271
"522",1,"PR",5,2010,0.340975043528729
"523",0,"RI",5,2010,0.706730769230769
"524",1,"RI",5,2010,0.293269230769231
"525",0,"SC",5,2010,0.731566721156328
"526",1,"SC",5,2010,0.268433278843672
"527",0,"SD",5,2010,0.60495867768595
"528",1,"SD",5,2010,0.39504132231405
"529",0,"TN",5,2010,0.718396711202467
"530",1,"TN",5,2010,0.281603288797533
"531",0,"TX",5,2010,0.696858512298432
"532",1,"TX",5,2010,0.303113621163707
"533",0,"UT",5,2010,0.66715646985484
"534",1,"UT",5,2010,0.33284353014516
"535",0,"VA",5,2010,0.714181954013447
"536",1,"VA",5,2010,0.285818045986553
"537",0,"VI",5,2010,0.726190476190476
"538",1,"VI",5,2010,0.273809523809524
"539",0,"VT",5,2010,0.711707542804257
"540",1,"VT",5,2010,0.288292457195743
"541",0,"WA",5,2010,0.692431912052421
"542",1,"WA",5,2010,0.307568087947579
"543",0,"WI",5,2010,0.66697533245878
"544",1,"WI",5,2010,0.33302466754122
"545",0,"WV",5,2010,0.728855516131694
"546",1,"WV",5,2010,0.271144483868306
"547",0,"WY",5,2010,0.590223608944358
"548",1,"WY",5,2010,0.409776391055642
"549",0,"AK",6,2010,0.941520467836257
"550",1,"AK",6,2010,0.0584795321637427
"551",0,"AL",6,2010,0.92
"552",1,"AL",6,2010,0.08
"553",0,"AR",6,2010,0.936430317848411
"554",1,"AR",6,2010,0.0635696821515892
"555",0,"AZ",6,2010,0.919132149901381
"556",1,"AZ",6,2010,0.0808678500986193
"557",0,"CA",6,2010,0.929810187081797
"558",1,"CA",6,2010,0.0701898129182029
"559",0,"CO",6,2010,0.645695364238411
"560",1,"CO",6,2010,0.354304635761589
"561",0,"CT",6,2010,0.900221729490022
"562",1,"CT",6,2010,0.0997782705099778
"563",0,"DC",6,2010,0.596774193548387
"564",1,"DC",6,2010,0.375806451612903
"565",0,"DE",6,2010,1
"566",1,"DE",6,2010,0
"567",0,"FL",6,2010,0.839130434782609
"568",1,"FL",6,2010,0.160869565217391
"569",0,"GA",6,2010,0.834782608695652
"570",1,"GA",6,2010,0.165217391304348
"571",0,"HI",6,2010,0.9375
"572",1,"HI",6,2010,0.0625
"573",0,"IA",6,2010,0.865319865319865
"574",1,"IA",6,2010,0.134680134680135
"575",0,"ID",6,2010,0.923076923076923
"576",1,"ID",6,2010,0.0769230769230769
"577",0,"IL",6,2010,0.80244399185336
"578",1,"IL",6,2010,0.19755600814664
"579",0,"IN",6,2010,0.944927536231884
"580",1,"IN",6,2010,0.0550724637681159
"581",0,"KS",6,2010,0.627450980392157
"582",1,"KS",6,2010,0.372549019607843
"583",0,"KY",6,2010,0.800766283524904
"584",1,"KY",6,2010,0.199233716475096
"585",0,"LA",6,2010,0.818181818181818
"586",1,"LA",6,2010,0.181818181818182
"587",0,"MA",6,2010,0.73955223880597
"588",1,"MA",6,2010,0.26044776119403
"589",0,"MD",6,2010,0.551128818061089
"590",1,"MD",6,2010,0.448871181938911
"591",0,"ME",6,2010,0.823529411764706
"592",1,"ME",6,2010,0.176470588235294
"593",0,"MI",6,2010,0.882838283828383
"594",1,"MI",6,2010,0.117161716171617
"595",0,"MN",6,2010,0.741296518607443
"596",1,"MN",6,2010,0.258703481392557
"597",0,"MO",6,2010,0.533505154639175
"598",1,"MO",6,2010,0.466494845360825
"599",0,"MS",6,2010,1
"600",1,"MS",6,2010,0
"601",0,"MT",6,2010,1
"602",0,"NC",6,2010,0.593220338983051
"603",1,"NC",6,2010,0.406779661016949
"604",0,"ND",6,2010,0.842105263157895
"605",1,"ND",6,2010,0.157894736842105
"606",0,"NE",6,2010,0.825396825396825
"607",1,"NE",6,2010,0.174603174603175
"608",0,"NH",6,2010,0.934931506849315
"609",1,"NH",6,2010,0.0650684931506849
"610",0,"NJ",6,2010,0.523632993512512
"611",1,"NJ",6,2010,0.476367006487488
"612",0,"NM",6,2010,0.885245901639344
"613",1,"NM",6,2010,0.114754098360656
"614",0,"NV",6,2010,1
"615",0,"NY",6,2010,0.862813370473538
"616",1,"NY",6,2010,0.137186629526462
"617",0,"OH",6,2010,0.744086021505376
"618",1,"OH",6,2010,0.255913978494624
"619",0,"OK",6,2010,0.258064516129032
"620",1,"OK",6,2010,0.741935483870968
"621",0,"OR",6,2010,0.933397683397683
"622",1,"OR",6,2010,0.0666023166023166
"623",0,"PA",6,2010,0.747776033490319
"624",1,"PA",6,2010,0.252223966509681
"625",0,"PR",6,2010,0.446236559139785
"626",1,"PR",6,2010,0.553763440860215
"627",0,"RI",6,2010,0.933333333333333
"628",1,"RI",6,2010,0.0666666666666667
"629",0,"SC",6,2010,0.825396825396825
"630",1,"SC",6,2010,0.174603174603175
"631",0,"SD",6,2010,0.964285714285714
"632",1,"SD",6,2010,0.0357142857142857
"633",0,"TN",6,2010,0.773333333333333
"634",1,"TN",6,2010,0.226666666666667
"635",0,"TX",6,2010,0.657960199004975
"636",1,"TX",6,2010,0.342039800995025
"637",0,"UT",6,2010,0.957547169811321
"638",1,"UT",6,2010,0.0424528301886792
"639",0,"VA",6,2010,0.680735930735931
